"Date received",Product,Sub-product,Company,State,"ZIP code","Consumer consent provided?","Submitted via","Company response to consumer","Timely response?","Consumer disputed?"
2015-07-20,"Credit card",,"PayPal Holdings, Inc.",OK,741XX,"Consent provided",Web,"Closed with explanation",1,0
2016-08-02,"Credit reporting",,Equifax,CA,926XX,"Consent provided",Web,"Closed with explanation",1,0
2014-02-21,"Credit card",,"Wells Fargo & Company",FL,32827,,Web,"Closed with explanation",1,0
2013-03-13,Mortgage,"VA mortgage","Wells Fargo & Company",NV,89135,,Web,"Closed with monetary relief",1,0
2012-06-15,"Bank account or service","Checking account","JPMorgan Chase & Co.",FL,32818,,Phone,"Closed with monetary relief",1,0
2012-11-18,"Credit reporting",,Experian,CA,93960,,Web,"Closed with explanation",1,0
2014-03-21,Mortgage,"Conventional adjustable mortgage (ARM)","PNC Bank N.A.",CA,95252,,Web,"Closed with explanation",1,0
2013-06-17,Mortgage,"Home equity loan or line of credit","JPMorgan Chase & Co.",TX,77072,,Web,"Closed with explanation",1,1
2015-01-24,"Debt collection","Credit card","Synchrony Financial",OH,45150,,Web,"Closed with explanation",1,0
2016-12-22,Mortgage,"Other mortgage","Wells Fargo & Company",MD,21784,,Web,"In progress",1,
2016-10-06,"Credit reporting",,Equifax,TX,77375,"Consent not provided",Web,"Closed with explanation",1,0
2015-12-23,"Credit reporting",,Experian,PA,18844,,"Postal mail","Closed with non-monetary relief",1,0
2012-12-24,"Bank account or service","Checking account","Bank of America",WI,53808,,Referral,"Closed with monetary relief",0,1
2014-07-23,Mortgage,"Conventional adjustable mortgage (ARM)","Wells Fargo & Company",FL,33063,,Web,"Closed with explanation",1,0
2016-01-03,"Credit reporting",,Equifax,FL,337XX,"Consent provided",Web,"Closed with explanation",1,1
2016-11-18,"Bank account or service","Checking account","Capital One",NY,11204,"Consent not provided",Web,"Closed with explanation",1,1
2015-01-20,Mortgage,"Home equity loan or line of credit","Bank of America",GA,30528,,Web,"Closed with explanation",1,0
2015-04-23,"Credit reporting",,Equifax,NY,10509,,Referral,"Closed with explanation",1,0
2014-01-24,"Debt collection","Other (i.e. phone, health club, etc.)","Machol & Johannes, LLC",CO,81006,,Phone,"Closed with explanation",1,0
2012-06-14,"Bank account or service","Other bank product/service","Capital One",WA,99130,,Web,"Closed with explanation",1,0
2015-02-19,"Debt collection","Other (i.e. phone, health club, etc.)","Bank of the West",NM,87120,,Web,"Closed with explanation",1,0
2015-07-13,"Debt collection",Auto,"Northstar Location Services, LLC",NJ,076XX,"Consent provided",Web,Closed,1,0
2016-05-31,"Credit card",,Citibank,MA,2780,,Phone,"Closed with monetary relief",1,0
2014-09-26,Mortgage,"Conventional fixed mortgage","JPMorgan Chase & Co.",NY,11230,,Web,"Closed with explanation",1,1
2015-05-05,Mortgage,"FHA mortgage","U.S. Bancorp",MI,48180,,Phone,"Closed with explanation",1,0
2012-04-10,"Bank account or service","Other bank product/service","SunTrust Banks, Inc.",IL,60613,,Web,"Closed without relief",1,0
2014-05-29,"Bank account or service","Checking account","Bank of America",MI,48038,,Web,Closed,1,0
2016-02-17,Mortgage,"Other mortgage",Ocwen,OH,44301,,Referral,"Closed with explanation",1,0
2015-08-28,Mortgage,"Other mortgage",Amerisave,MD,20910,,Referral,"Closed with explanation",1,0
2015-06-10,Mortgage,"Conventional fixed mortgage","Caliber Home Loans, Inc",FL,334XX,"Consent provided",Web,"Closed with explanation",1,0
2012-10-12,Mortgage,"Other mortgage","Bank of America",CA,94560,,Referral,"Closed with explanation",1,1
2015-07-31,"Bank account or service","Checking account","Capital One",NJ,707,,Fax,"Closed with monetary relief",1,0
2014-06-11,"Debt collection","Credit card",Citibank,FL,34952,,"Postal mail","Closed with explanation",1,1
2015-07-19,"Bank account or service","Checking account","Bank of America",IL,606XX,"Consent provided",Web,"Closed with explanation",1,0
2014-10-15,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",AL,35133,,Web,"Closed with explanation",1,0
2015-10-14,"Credit card",,Citibank,MN,55076,,Referral,"Closed with non-monetary relief",1,0
2013-06-17,"Credit card",,"Synchrony Financial",IL,60102,,Phone,"Closed with monetary relief",1,0
2016-04-26,"Debt collection","Other (i.e. phone, health club, etc.)","Afni, Inc.",VA,226XX,"Consent provided",Web,"Closed with explanation",1,0
2015-08-20,"Credit reporting",,Equifax,WA,98022,"Consent not provided",Web,"Closed with explanation",1,0
2016-01-23,Mortgage,"FHA mortgage","BB&T Financial",FL,33147,"Consent not provided",Web,"Closed with explanation",1,0
2015-01-27,"Credit reporting",,Experian,TX,77433,,Web,"Closed with explanation",1,0
2016-03-11,Mortgage,"Conventional fixed mortgage","Nationstar Mortgage",FL,328XX,"Consent provided",Web,"Closed with explanation",1,1
2014-09-08,"Credit reporting",,Equifax,NY,11219,,Web,"Closed with explanation",1,0
2012-02-06,"Credit card",,"Synchrony Financial",OH,43240,,Referral,"Closed with relief",1,0
2016-11-13,Mortgage,"Conventional fixed mortgage","Freedom Mortgage",NH,032XX,"Consent provided",Web,"Closed with explanation",1,1
2014-08-14,"Credit reporting",,Equifax,NJ,8809,,Web,"Closed with explanation",1,0
2013-09-04,Mortgage,"Home equity loan or line of credit","BB&T Financial",GA,30008,,Web,"Closed with explanation",1,0
2014-01-21,"Credit reporting",,Experian,KY,40258,,Web,"Closed with non-monetary relief",1,1
2014-05-23,Mortgage,"FHA mortgage",Ocwen,MI,48739,,Web,"Closed with explanation",0,0
2014-11-19,"Debt collection","I do not know","JPMorgan Chase & Co.",NE,68123,,Web,"Closed with explanation",1,0
2012-07-01,"Bank account or service","Checking account","First Citizens",NC,27104,,Web,"Closed with non-monetary relief",1,0
2013-03-14,Mortgage,"Conventional fixed mortgage","Bank of America",FL,33004,,Web,"Closed with non-monetary relief",1,0
2014-12-24,"Credit card",,Amex,NJ,7030,,Web,"Closed with monetary relief",1,0
2013-02-19,Mortgage,"Other mortgage","Wells Fargo & Company",AK,91730,,Referral,"Closed with explanation",1,0
2015-07-24,"Credit reporting",,Experian,IL,60629,"Consent not provided",Web,"Closed with explanation",1,0
2015-02-18,Mortgage,"Conventional adjustable mortgage (ARM)","CIT Bank National Association",CA,90802,,Web,"Closed with explanation",1,0
2013-09-05,Mortgage,"Conventional fixed mortgage",Ocwen,CA,93702,,Web,"Closed with explanation",1,0
2013-02-16,"Bank account or service","Savings account","Wells Fargo & Company",NV,89519,,Web,"Closed with monetary relief",1,1
2014-07-05,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",FL,33331,,Web,"Closed with non-monetary relief",1,0
2012-10-30,"Bank account or service","Checking account","Regions Financial Corporation",FL,34205,,Phone,"Closed with explanation",1,0
2014-07-03,"Credit reporting",,Equifax,OR,97801,,Web,"Closed with explanation",1,0
2014-02-02,"Credit card",,"Wells Fargo & Company",CA,93292,,Web,"Closed with monetary relief",1,0
2015-10-12,"Bank account or service","Other bank product/service","PNC Bank N.A.",MA,1460,"Consent not provided",Web,"Closed with explanation",1,0
2012-05-02,Mortgage,"Other mortgage","Navy FCU",CA,90680,,Email,"Closed with explanation",1,1
2014-12-29,"Credit card",,"Synchrony Financial",GA,30012,,Web,"Closed with explanation",1,1
2015-12-08,Mortgage,"Conventional fixed mortgage","Quicken Loans",NJ,7950,"Consent not provided",Web,"Closed with explanation",1,0
2016-09-02,"Bank account or service","Checking account","Bank of America",NY,103XX,"Consent provided",Web,"Closed with explanation",1,1
2014-05-27,Mortgage,"Conventional fixed mortgage","Wells Fargo & Company",MO,64106,,Phone,"Closed with explanation",1,1
2016-03-29,"Bank account or service","Other bank product/service","TD Bank US Holding Company",MA,1020,,Phone,"Closed with monetary relief",1,0
2015-01-09,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",MI,48446,,Referral,"Closed with explanation",1,0
2015-12-08,"Debt collection","Other (i.e. phone, health club, etc.)","The CBE Group, Inc.",SC,29669,,Phone,"Closed with monetary relief",1,0
2013-08-21,"Debt collection","I do not know","CashCall, Inc.",NJ,8016,,Web,"Closed with explanation",1,0
2012-11-24,"Credit card",,"Synchrony Financial",WA,98373,,Web,"Closed with monetary relief",1,1
2015-05-11,"Credit card",,"JPMorgan Chase & Co.",NE,68137,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2013-05-22,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",TX,79936,,Web,"Closed with explanation",1,0
2012-07-02,"Credit card",,"JPMorgan Chase & Co.",WA,98662,,Referral,"Closed with monetary relief",1,0
2016-01-18,"Credit reporting",,Experian,MD,20879,"Consent not provided",Web,"Closed with non-monetary relief",1,1
2014-04-22,"Debt collection","I do not know","National Credit Systems,Inc.",GA,30045,,Web,"Closed with explanation",1,0
2012-01-03,Mortgage,"Other mortgage","Bank of America",AZ,85255,,Email,"Closed without relief",1,0
2015-10-29,Mortgage,"Home equity loan or line of credit","Regions Financial Corporation",FL,33139,,Phone,"Closed with monetary relief",1,0
2014-04-21,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",AL,36606,,Web,"Closed with non-monetary relief",1,1
2012-07-17,"Bank account or service","Checking account","SunTrust Banks, Inc.",MD,21202,,Fax,"Closed with monetary relief",1,0
2014-03-20,"Credit reporting",,Experian,FL,34952,,Web,"Closed with explanation",1,0
2016-10-06,"Bank account or service","Other bank product/service","JPMorgan Chase & Co.",MI,482XX,"Consent provided",Web,"Closed with explanation",1,0
2012-12-25,Mortgage,"Other mortgage",Citibank,NY,11236,,Referral,"Closed with explanation",1,1
2016-06-21,"Bank account or service","Checking account","U.S. Bancorp",CA,946XX,"Consent provided",Web,"Closed with monetary relief",1,0
2012-11-27,Mortgage,"Other mortgage","PNC Bank N.A.",AZ,86303,,"Postal mail","Closed with explanation",1,0
2014-06-26,Mortgage,"Other mortgage","Ally Financial Inc.",NC,28607,,Referral,"Closed with explanation",1,0
2016-05-20,"Credit reporting",,Equifax,IL,606XX,"Consent provided",Web,"Closed with explanation",1,0
2016-12-09,Mortgage,"Other mortgage","Selene Finance",FL,33469,,"Postal mail","Closed with explanation",1,
2016-07-05,"Bank account or service","Checking account","Bank of America",CA,925XX,"Consent provided",Web,"Closed with explanation",1,0
2013-07-08,Mortgage,"Other mortgage","Wells Fargo & Company",IL,60487,,"Postal mail","Closed with explanation",1,0
2015-01-23,"Credit reporting",,Experian,GA,30044,,Web,"Closed with explanation",1,0
2016-09-30,"Credit card",,Citibank,NJ,074XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2015-12-30,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",VA,23223,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2014-07-18,Mortgage,"Conventional fixed mortgage","Loan Care",CA,92604,,Web,"Closed with explanation",1,0
2015-10-14,"Bank account or service","Checking account","HSBC North America Holdings Inc.",FL,34473,,Referral,"Closed with explanation",1,0
2012-10-18,"Bank account or service","Checking account","Bank of America",GA,30066,,Phone,"Closed with explanation",1,0
2016-08-03,"Debt collection","I do not know","TrueAccord Corp.",CA,950XX,"Consent provided",Web,"Closed with explanation",1,0
2015-05-15,"Credit card",,"Bank of America",TN,38342,,Phone,"Closed with monetary relief",1,1
2016-10-31,"Debt collection","Other (i.e. phone, health club, etc.)","AllianceOne Recievables Management",KY,40241,,Web,"Closed with explanation",1,
2013-11-08,"Credit reporting",,Experian,KY,42223,,Web,"Closed with explanation",1,1
2013-12-26,"Debt collection",Auto,"Nissan Motor Acceptance Corporation",,,,Phone,"Closed with explanation",1,0
2015-01-12,"Credit card",,"JPMorgan Chase & Co.",NM,87533,,"Postal mail","Closed with explanation",1,0
2015-05-12,"Debt collection","Payday loan","CNG Financial Corporation",TX,75075,,"Postal mail","Closed with explanation",1,0
2016-08-16,"Bank account or service","Checking account","JPMorgan Chase & Co.",NY,10456,,Phone,"Closed with explanation",1,0
2013-03-14,Mortgage,"Other mortgage","Bank of America",FL,32824,,Referral,"Closed with explanation",1,0
2012-09-12,Mortgage,"Conventional fixed mortgage","Bank of America",TN,37387,,Web,"Closed with non-monetary relief",1,0
2014-08-18,"Debt collection","Credit card","JPMorgan Chase & Co.",CA,92126,,Web,"Closed with explanation",1,0
2013-09-12,"Bank account or service","Checking account","Capital One",NY,11379,,Phone,"Closed with explanation",1,0
2012-04-26,"Bank account or service","Savings account","Bank of America",,,,Referral,"Closed with relief",1,0
2016-02-05,"Bank account or service","Checking account","Capital One",IL,605XX,"Consent provided",Web,"Closed with explanation",1,0
2014-06-16,"Bank account or service","Checking account","Regions Financial Corporation",IL,60156,,Web,"Closed with explanation",1,0
2016-01-12,"Debt collection","Credit card","Portfolio Recovery Associates, Inc.",MA,021XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2016-02-25,"Credit reporting",,Experian,CO,80011,"Consent not provided",Web,"Closed with non-monetary relief",1,0
2016-01-16,"Bank account or service","Other bank product/service","Bank of America",TX,75056,,Referral,"Closed with explanation",1,0
2016-09-29,"Debt collection","I do not know","Contract Callers, Inc.",AZ,850XX,"Consent provided",Web,"Closed with explanation",1,0
2016-11-25,"Debt collection","Other (i.e. phone, health club, etc.)","Synchrony Financial",FL,32501,,Referral,"Closed with explanation",1,0
2016-07-26,"Debt collection","Other (i.e. phone, health club, etc.)","Alorica Inc.",FL,328XX,"Consent provided",Web,"Closed with explanation",0,0
2016-01-13,"Debt collection","Credit card","Barclays PLC",NY,113XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2014-11-04,"Credit reporting",,Equifax,NJ,7303,,"Postal mail","Closed with explanation",1,0
2013-11-25,"Debt collection","Federal student loan","Expert Global Solutions, Inc.",KS,67901,,Phone,"Closed with explanation",1,0
2013-12-27,"Debt collection","I do not know","Retrieval-Masters Creditors Bureau, Inc.",,,,"Postal mail","Closed with non-monetary relief",1,0
2015-01-01,"Debt collection","Other (i.e. phone, health club, etc.)","United Accounts, Inc.",CO,80233,,Web,"Untimely response",0,
2015-06-12,Mortgage,"Conventional fixed mortgage","Ditech Financial LLC",AL,35226,"Consent not provided",Web,"Closed with explanation",1,0
2014-01-27,"Credit reporting",,Equifax,TX,77088,,Web,"Closed with explanation",1,
2015-08-25,"Debt collection","Non-federal student loan","Navient Solutions, Inc.",CA,90291,"Consent not provided",Web,"Closed with explanation",1,0
2014-02-19,"Debt collection","I do not know","Portfolio Recovery Associates, Inc.",MO,63005,,Web,"Closed with explanation",1,0
2015-04-13,Mortgage,"FHA mortgage",Ocwen,OH,430XX,"Consent provided",Web,"Closed with explanation",1,0
2014-07-25,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",CT,6277,,Web,"Closed with explanation",1,0
2016-07-19,"Debt collection","Credit card","Allgate Financial, LLC",CA,92154,"Consent not provided",Web,"Closed with explanation",1,0
2014-09-06,"Credit reporting",,"TransUnion Intermediate Holdings, Inc.",MO,63137,,Web,"Closed with explanation",1,0
2014-02-03,"Debt collection","Other (i.e. phone, health club, etc.)","Resurgent Capital Services L.P.",CA,95407,,Web,"Closed with monetary relief",1,0
2012-08-04,Mortgage,"Other mortgage","Bank of America",OR,97045,,Web,"Closed with explanation",1,0
2016-02-20,"Credit reporting",,Equifax,SC,296XX,"Consent provided",Web,"Closed with non-monetary relief",1,0
2012-04-09,"Credit card",,"Bank of America",CA,80233,,Referral,"Closed with relief",1,0
2013-10-25,"Credit reporting",,Experian,TX,77954,,Fax,"Closed with non-monetary relief",1,0
2015-04-21,"Bank account or service","Checking account","SunTrust Banks, Inc.",DE,197XX,"Consent provided",Web,"Closed with monetary relief",1,0
2013-02-09,Mortgage,"Other mortgage","Bank of America",MO,63382,,Referral,"Closed with explanation",1,0
2013-04-05,"Credit card",,"TD Bank US Holding Company",DE,19720,,Phone,"Closed with non-monetary relief",1,0
2012-06-28,"Bank account or service","Checking account","Capital One",LA,70611,,Web,Closed,1,1
2012-10-01,"Credit card",,"JPMorgan Chase & Co.",DE,19963,,Web,"Closed with non-monetary relief",1,0
2012-08-29,Mortgage,"Home equity loan or line of credit","M&T Bank Corporation",NJ,7470,,Phone,"Closed with explanation",1,0
2014-08-18,"Credit reporting",,Ocwen,RI,2904,,Web,"Closed with explanation",1,0
2015-08-04,Mortgage,"Home equity loan or line of credit","OneMain Financial Holdings, LLC",DC,200XX,"Consent provided",Web,"Closed with explanation",1,0
2016-05-16,Mortgage,"Conventional fixed mortgage","SunTrust Banks, Inc.",VA,221XX,"Consent provided",Web,"Closed with explanation",1,1
